state,class_description,county,city,territory_code
tx,edp,cass,all_others,6
tx,edp,castro,all_others,6
tx,edp,chambers,all_others,6
tx,edp,cherokee,all_others,6
tx,edp,childress,all_others,6
tx,edp,clay,all_others,6
tx,edp,cochran,all_others,6
tx,edp,coke,all_others,6
tx,edp,coleman,all_others,6
tx,edp,collin,all_others,6
tx,edp,collingsworth,all_others,6
tx,edp,colorado,all_others,6
tx,edp,comal,all_others,6
tx,edp,comanche,all_others,6
tx,edp,concho,all_others,6
tx,edp,cooke,all_others,6
tx,edp,coryell,all_others,6
tx,edp,cottle,all_others,6
tx,edp,crane,all_others,6
tx,edp,crockett,all_others,6
tx,edp,crosby,all_others,6
tx,edp,culberson,all_others,6
tx,edp,dallam,all_others,6
tx,edp,dallas,all_others,6
tx,edp,dallas,dallas,1
tx,edp,dawson,all_others,6
tx,edp,de_witt,all_others,6
tx,edp,deaf_smith,all_others,6
tx,edp,delta,all_others,6
tx,edp,denton,all_others,6
tx,edp,dickens,all_others,6
tx,edp,dimmit,all_others,6
tx,edp,donley,all_others,6
tx,edp,duval,all_others,6
tx,edp,eastland,all_others,6
tx,edp,ector,all_others,6
tx,edp,edwards,all_others,6
tx,edp,el_paso,all_others,5
tx,edp,ellis,all_others,6
tx,edp,erath,all_others,6
tx,edp,falls,all_others,6
tx,edp,fannin,all_others,6
tx,edp,fayette,all_others,6
tx,edp,fisher,all_others,6
tx,edp,floyd,all_others,6
tx,edp,foard,all_others,6
tx,edp,fort_bend,all_others,6
tx,edp,franklin,all_others,6
tx,edp,freestone,all_others,6
tx,edp,frio,all_others,6
tx,edp,gaines,all_others,6
tx,edp,galveston,all_others,5
tx,edp,garza,all_others,6
tx,edp,gillespie,all_others,6
tx,edp,glasscock,all_others,6
tx,edp,goliad,all_others,6
tx,edp,gonzales,all_others,6
tx,edp,gray,all_others,6
tx,edp,grayson,all_others,6
tx,edp,gregg,all_others,6
tx,edp,grimes,all_others,6
tx,edp,guadalupe,all_others,6
tx,edp,hale,all_others,6
tx,edp,hall,all_others,6
tx,edp,hamilton,all_others,6
tx,edp,hansford,all_others,6
tx,edp,hardeman,all_others,6
tx,edp,hardin,all_others,6
tx,edp,harris,all_others,8
tx,edp,harris,houston,4
tx,edp,harrison,all_others,6
tx,edp,hartley,all_others,6
tx,edp,haskel,all_others,6
tx,edp,hays,all_others,6
tx,edp,hemphill,all_others,6
tx,edp,henderson,all_others,6
tx,edp,hidalgo,all_others,7
tx,edp,hill,all_others,6
tx,edp,hockley,all_others,6
tx,edp,hood,all_others,6
tx,edp,hopkins,all_others,6
tx,edp,houston,all_others,6
tx,edp,howard,all_others,6
tx,edp,hudspeth,all_others,6
tx,edp,hunt,all_others,6
tx,edp,hutchinson,all_others,6
tx,edp,irion,all_others,6
tx,edp,jack,all_others,6
tx,edp,jackson,all_others,6
tx,edp,jasper,all_others,6
tx,edp,jeff_davis,all_others,6
tx,edp,jefferson,all_others,5
tx,edp,jim_hogg,all_others,6
tx,edp,jim_wells,all_others,6
tx,edp,johnson,all_others,6
tx,edp,jones,all_others,6
tx,edp,karnes,all_others,6
tx,edp,kaufman,all_others,6
tx,edp,kendall,all_others,6
tx,edp,kenedy,all_others,6
tx,edp,kent,all_others,6
tx,edp,kerr,all_others,6
tx,edp,kimble,all_others,6
tx,edp,king,all_others,6
tx,edp,kinney,all_others,6
tx,edp,kleberg,all_others,6
tx,edp,knox,all_others,6
tx,edp,la_salle,all_others,6
tx,edp,lamar,all_others,6
tx,edp,lamb,all_others,6
tx,edp,lampasas,all_others,6
tx,edp,lavaca,all_others,6
tx,edp,lee,all_others,6
tx,edp,leon,all_others,6
tx,edp,liberty,all_others,6
tx,edp,limestone,all_others,6
tx,edp,lipscomb,all_others,6
tx,edp,live_oak,all_others,6
tx,edp,llano,all_others,6
tx,edp,loving,all_others,6
tx,edp,lubbock,all_others,6
tx,edp,lynn,all_others,6
tx,edp,madison,all_others,6
tx,edp,marion,all_others,6
tx,edp,martin,all_others,6
tx,edp,mason,all_others,6
tx,edp,matagorda,all_others,6
tx,edp,maverick,all_others,6
tx,edp,mcclennan,all_others,6
tx,edp,mcculloch,all_others,6
tx,edp,mcmullen,all_others,6
tx,edp,medina,all_others,6
tx,edp,menard,all_others,6
tx,edp,midland,all_others,6
tx,edp,milam,all_others,6
tx,edp,mills,all_others,6
tx,edp,mitchell,all_others,6
tx,edp,montague,all_others,6
tx,edp,montgomery,all_others,6
tx,edp,moore,all_others,6
tx,edp,morris,all_others,6
tx,edp,motley,all_others,6
tx,edp,nacogdoches,all_others,6
tx,edp,navarro,all_others,6
tx,edp,newton,all_others,6
tx,edp,nolan,all_others,6
tx,edp,nueces,all_others,5
tx,edp,ochiltree,all_others,6
tx,edp,oldham,all_others,6
tx,edp,orange,all_others,6
tx,edp,palopinto,all_others,6
tx,edp,panola,all_others,6
tx,edp,parker,all_others,6
tx,edp,parmer,all_others,6
tx,edp,pecos,all_others,6
tx,edp,polk,all_others,6
tx,edp,potter,all_others,6
tx,edp,presidio,all_others,6
tx,edp,rains,all_others,6
tx,edp,randall,all_others,6
tx,edp,reagan,all_others,6
tx,edp,real,all_others,6
tx,edp,red_river,all_others,6
tx,edp,reeves,all_others,6
tx,edp,refugio,all_others,6
tx,edp,roberts,all_others,6
tx,edp,robertson,all_others,6
tx,edp,rockwall,all_others,6
tx,edp,runnels,all_others,6
tx,edp,rusk,all_others,6
tx,edp,sabine,all_others,6
tx,edp,san_augustin,all_others,6
tx,edp,san_jacinto,all_others,6
tx,edp,san_patricio,all_others,6
tx,edp,san_saba,all_others,6
tx,edp,schleicher,all_others,6
tx,edp,scurry,all_others,6
tx,edp,shackelford,all_others,6
tx,edp,shelby,all_others,6
tx,edp,sherman,all_others,6
tx,edp,smith,all_others,6
tx,edp,somervell,all_others,6
tx,edp,starr,all_others,6
tx,edp,stephens,all_others,6
tx,edp,sterling,all_others,6
tx,edp,stonewall,all_others,6
tx,edp,sutton,all_others,6
tx,edp,swisher,all_others,6
tx,edp,tarrant,all_others,6
tx,edp,tarrant,fort_worth,2
tx,edp,taylor,all_others,6
tx,edp,terrell,all_others,6
tx,edp,terry,all_others,6
tx,edp,throckmorton,all_others,6
tx,edp,titus,all_others,6
tx,edp,tom_green,all_others,6
tx,edp,travis,all_others,5
tx,edp,trinity,all_others,6
tx,edp,tyler,all_others,6
tx,edp,upshur,all_others,6
tx,edp,upton,all_others,6
tx,edp,uvalde,all_others,6
tx,edp,val_verde,all_others,6
tx,edp,van_zandt,all_others,6
tx,edp,victoria,all_others,6
tx,edp,walker,all_others,6
tx,edp,waller,all_others,6
tx,edp,ward,all_others,6
tx,edp,washington,all_others,6
tx,edp,webb,all_others,6
tx,edp,wharton,all_others,6
tx,edp,wheeler,all_others,6
tx,edp,wichita,all_others,6
tx,edp,wilbarger,all_others,6
tx,edp,willacy,all_others,7
tx,edp,williamson,all_others,6
tx,edp,wilson,all_others,6
tx,edp,winkler,all_others,6
tx,edp,wise,all_others,6
tx,edp,wood,all_others,6
tx,edp,yoakum,all_others,6
tx,edp,young,all_others,6
tx,edp,zapata,all_others,6
tx,edp,zavala,all_others,6
tx,office,anderson,all_others,6
tx,office,andrews,all_others,6
tx,office,angelina,all_others,6
tx,office,aransas,all_others,6
tx,office,archer,all_others,6
tx,office,armstrong,all_others,6
tx,office,atascosa,all_others,6
tx,office,austin,all_others,6
tx,office,bailey,all_others,6
tx,office,bandera,all_others,6
tx,office,bastrop,all_others,6
tx,office,baylor,all_others,6
tx,office,bee,all_others,6
tx,office,bell,all_others,6
tx,office,bexar,all_others,6
tx,office,bexar,san_antonio,3
tx,office,blanco,all_others,6
tx,office,borden,all_others,6
tx,office,bosque,all_others,6
tx,office,bowie,all_others,6
tx,office,brazoria,all_others,6
tx,office,brazos,all_others,6
tx,office,brewster,all_others,6
tx,office,briscoe,all_others,6
tx,office,brooks,all_others,6
tx,office,brown,all_others,6
tx,office,burleson,all_others,6
tx,office,burnet,all_others,6
tx,office,caldwell,all_others,6
tx,office,calhoun,all_others,6
tx,office,callahan,all_others,6
tx,office,cameron,all_others,7
tx,office,camp,all_others,7
tx,office,carson,all_others,6
tx,office,cass,all_others,6
tx,office,castro,all_others,6
tx,office,chambers,all_others,6
tx,office,cherokee,all_others,6
tx,office,childress,all_others,6
tx,office,clay,all_others,6
tx,office,cochran,all_others,6
tx,office,coke,all_others,6
tx,office,coleman,all_others,6
tx,office,collin,all_others,6
tx,office,collingsworth,all_others,6
tx,office,colorado,all_others,6
tx,office,comal,all_others,6
tx,office,comanche,all_others,6
tx,office,concho,all_others,6
tx,office,cooke,all_others,6
tx,office,coryell,all_others,6
tx,office,cottle,all_others,6
tx,office,crane,all_others,6
tx,office,crockett,all_others,6
tx,office,crosby,all_others,6
tx,office,culberson,all_others,6
tx,office,dallam,all_others,6
tx,office,dallas,all_others,6
tx,office,dallas,dallas,1
tx,office,dawson,all_others,6
tx,office,de_witt,all_others,6
tx,office,deaf_smith,all_others,6
tx,office,delta,all_others,6
tx,office,denton,all_others,6
tx,office,dickens,all_others,6
tx,office,dimmit,all_others,6
tx,office,donley,all_others,6
tx,office,duval,all_others,6
tx,office,eastland,all_others,6
tx,office,ector,all_others,6
tx,office,edwards,all_others,6
tx,office,el_paso,all_others,5
tx,office,ellis,all_others,6
tx,office,erath,all_others,6
tx,office,falls,all_others,6
tx,office,fannin,all_others,6
tx,office,fayette,all_others,6
tx,office,fisher,all_others,6
tx,office,floyd,all_others,6
tx,office,foard,all_others,6
tx,office,fort_bend,all_others,6
tx,office,franklin,all_others,6
tx,office,freestone,all_others,6
tx,office,frio,all_others,6
tx,office,gaines,all_others,6
tx,office,galveston,all_others,5
tx,office,garza,all_others,6
tx,office,gillespie,all_others,6
tx,office,glasscock,all_others,6
tx,office,goliad,all_others,6
tx,office,gonzales,all_others,6
tx,office,gray,all_others,6
tx,office,grayson,all_others,6
tx,office,gregg,all_others,6
tx,office,grimes,all_others,6
tx,office,guadalupe,all_others,6
tx,office,hale,all_others,6
tx,office,hall,all_others,6
tx,office,hamilton,all_others,6
tx,office,hansford,all_others,6
tx,office,hardeman,all_others,6
tx,office,hardin,all_others,6
tx,office,harris,all_others,8
tx,office,harris,houston,4
tx,office,harrison,all_others,6
tx,office,hartley,all_others,6
tx,office,haskel,all_others,6
tx,office,hays,all_others,6
tx,office,hemphill,all_others,6
tx,office,henderson,all_others,6
tx,office,hidalgo,all_others,7
tx,office,hill,all_others,6
tx,office,hockley,all_others,6
tx,office,hood,all_others,6
tx,office,hopkins,all_others,6
tx,office,houston,all_others,6
tx,office,howard,all_others,6
tx,office,hudspeth,all_others,6
tx,office,hunt,all_others,6
tx,office,hutchinson,all_others,6
tx,office,irion,all_others,6
tx,office,jack,all_others,6
tx,office,jackson,all_others,6
tx,office,jasper,all_others,6
tx,office,jeff_davis,all_others,6
tx,office,jefferson,all_others,5
tx,office,jim_hogg,all_others,6
tx,office,jim_wells,all_others,6
tx,office,johnson,all_others,6
tx,office,jones,all_others,6
tx,office,karnes,all_others,6
tx,office,kaufman,all_others,6
tx,office,kendall,all_others,6
tx,office,kenedy,all_others,6
tx,office,kent,all_others,6
tx,office,kerr,all_others,6
tx,office,kimble,all_others,6
tx,office,king,all_others,6
tx,office,kinney,all_others,6
tx,office,kleberg,all_others,6
tx,office,knox,all_others,6
tx,office,la_salle,all_others,6
tx,office,lamar,all_others,6
tx,office,lamb,all_others,6
tx,office,lampasas,all_others,6
tx,office,lavaca,all_others,6
tx,office,lee,all_others,6
tx,office,leon,all_others,6
tx,office,liberty,all_others,6
tx,office,limestone,all_others,6
tx,office,lipscomb,all_others,6
tx,office,live_oak,all_others,6
tx,office,llano,all_others,6
tx,office,loving,all_others,6
tx,office,lubbock,all_others,6
tx,office,lynn,all_others,6
tx,office,madison,all_others,6
tx,office,marion,all_others,6
tx,office,martin,all_others,6
tx,office,mason,all_others,6
tx,office,matagorda,all_others,6
tx,office,maverick,all_others,6
tx,office,mcclennan,all_others,6
tx,office,mcculloch,all_others,6
tx,office,mcmullen,all_others,6
tx,office,medina,all_others,6
tx,office,menard,all_others,6
tx,office,midland,all_others,6
tx,office,milam,all_others,6
tx,office,mills,all_others,6
tx,office,mitchell,all_others,6
tx,office,montague,all_others,6
tx,office,montgomery,all_others,6
tx,office,moore,all_others,6
tx,office,morris,all_others,6
tx,office,motley,all_others,6
tx,office,nacogdoches,all_others,6
tx,office,navarro,all_others,6
tx,office,newton,all_others,6
tx,office,nolan,all_others,6
tx,office,nueces,all_others,5
tx,office,ochiltree,all_others,6
tx,office,oldham,all_others,6
tx,office,orange,all_others,6
tx,office,palopinto,all_others,6
tx,office,panola,all_others,6
tx,office,parker,all_others,6
tx,office,parmer,all_others,6
tx,office,pecos,all_others,6
tx,office,polk,all_others,6
tx,office,potter,all_others,6
tx,office,presidio,all_others,6
tx,office,rains,all_others,6
tx,office,randall,all_others,6
tx,office,reagan,all_others,6
tx,office,real,all_others,6
tx,office,red_river,all_others,6
tx,office,reeves,all_others,6
tx,office,refugio,all_others,6
tx,office,roberts,all_others,6
tx,office,robertson,all_others,6
tx,office,rockwall,all_others,6
tx,office,runnels,all_others,6
tx,office,rusk,all_others,6
tx,office,sabine,all_others,6
tx,office,san_augustin,all_others,6
tx,office,san_jacinto,all_others,6
tx,office,san_patricio,all_others,6
tx,office,san_saba,all_others,6
tx,office,schleicher,all_others,6
tx,office,scurry,all_others,6
tx,office,shackelford,all_others,6
tx,office,shelby,all_others,6
tx,office,sherman,all_others,6
tx,office,smith,all_others,6
tx,office,somervell,all_others,6
tx,office,starr,all_others,6
tx,office,stephens,all_others,6
tx,office,sterling,all_others,6
tx,office,stonewall,all_others,6
tx,office,sutton,all_others,6
tx,office,swisher,all_others,6
tx,office,tarrant,all_others,6
tx,office,tarrant,fort_worth,2
tx,office,taylor,all_others,6
tx,office,terrell,all_others,6
tx,office,terry,all_others,6
tx,office,throckmorton,all_others,6
tx,office,titus,all_others,6
tx,office,tom_green,all_others,6
tx,office,travis,all_others,5
tx,office,trinity,all_others,6
tx,office,tyler,all_others,6
tx,office,upshur,all_others,6
tx,office,upton,all_others,6
tx,office,uvalde,all_others,6
tx,office,val_verde,all_others,6
tx,office,van_zandt,all_others,6
tx,office,victoria,all_others,6
tx,office,walker,all_others,6
tx,office,waller,all_others,6
tx,office,ward,all_others,6
tx,office,washington,all_others,6
tx,office,webb,all_others,6
tx,office,wharton,all_others,6
tx,office,wheeler,all_others,6
tx,office,wichita,all_others,6
tx,office,wilbarger,all_others,6
tx,office,willacy,all_others,7
tx,office,williamson,all_others,6
tx,office,wilson,all_others,6
tx,office,winkler,all_others,6
tx,office,wise,all_others,6
tx,office,wood,all_others,6
tx,office,yoakum,all_others,6
tx,office,young,all_others,6
tx,office,zapata,all_others,6
tx,office,zavala,all_others,6
